date,pf_d1_1,pf_d1_2,pf_d1_3,pf_d1_4,pf_d1_5,pf_d1_6,pf_d1_7,pf_d1_8,pf_d1_9,pf_d1_10,pf_d2_1,pf_d2_2,pf_d2_3,pf_d2_4,pf_d2_5,pf_d2_6,pf_d2_7,pf_d2_8,pf_d2_9,pf_d2_10,pf_B_1,pf_B_2,pf_B_3,pf_B_4,pf_B_5,pf_B_6,pf_B_7,pf_B_8,pf_B_9,pf_B_10,mo_d1_1,mo_d1_2,mo_d1_3,mo_d1_4,mo_d1_5,mo_d1_6,mo_d1_7,mo_d1_8,mo_d1_9,mo_d1_10,mo_d2_1,mo_d2_2,mo_d2_3,mo_d2_4,mo_d2_5,mo_d2_6,mo_d2_7,mo_d2_8,mo_d2_9,mo_d2_10,mo_B_1,mo_B_2,mo_B_3,mo_B_4,mo_B_5,mo_B_6,mo_B_7,mo_B_8,mo_B_9,mo_B_10,az_d1_1,az_d1_2,az_d1_3,az_d1_4,az_d1_5,az_d1_6,az_d1_7,az_d1_8,az_d1_9,az_d1_10,az_d2_1,az_d2_2,az_d2_3,az_d2_4,az_d2_5,az_d2_6,az_d2_7,az_d2_8,az_d2_9,az_d2_10,ja_d1_1,ja_d1_2,ja_d1_3,ja_d1_4,ja_d1_5,ja_d1_6,ja_d1_7,ja_d1_8,ja_d1_9,ja_d1_10,ja_d2_1,ja_d2_2,ja_d2_3,ja_d2_4,ja_d2_5,ja_d2_6,ja_d2_7,ja_d2_8,ja_d2_9,ja_d2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2021,0,0.466378568,0.498851657,0.576502261,0.606286979,0.609249878,0.43054807,0.902342464,0.894149766,0.786846158,0,0.372580453,0.414434573,0.508947065,0.547464195,0.563129097,0.420238021,0.880025446,0.877553368,0.757097263,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069985822,0.075657584,0.120700756,0.119060752,0.025645956,0.017447053,0.015039874,0.051226963,0,0.01084945,0.06138041,0.069196129,0.111787957,0.111093998,0.023946066,0.016451382,0.013506873,0.046004918,0,0,0,0,0,0,0,0,0,0,0,0.002405932,0.021390238,0.022669398,0.031808178,0.043632636,0.447001593,0.013237514,0.017737328,0.054275744,0,0.002225423,0.019799743,0.020933431,0.029512685,0.040650381,0.417261051,0.012203934,0.015375749,0.046135314,0,0.020950786,0.098976145,0.043182123,0.054202581,0.102054965,0.004979173,0.001527336,0.000853635,0.000462104,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2021,0,0.466378568,0.498851657,0.576502261,0.606286979,0.609249878,0.43054807,0.902342464,0.894149766,0.786846158,0,0.372580453,0.414434573,0.508947065,0.547464195,0.563129097,0.420238021,0.880025446,0.877553368,0.757097263,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069985822,0.075657584,0.120700756,0.119060752,0.025645956,0.017447053,0.015039874,0.051226963,0,0.01084945,0.06138041,0.069196129,0.111787957,0.111093998,0.023946066,0.016451382,0.013506873,0.046004918,0,0,0,0,0,0,0,0,0,0,0,0.002405932,0.021390238,0.022669398,0.031808178,0.043632636,0.447001593,0.013237514,0.017737328,0.054275744,0,0.002225423,0.019799743,0.020933431,0.029512685,0.040650381,0.417261051,0.012203934,0.015375749,0.046135314,0,0.020950786,0.098976145,0.043182123,0.054202581,0.102054965,0.004979173,0.001527336,0.000853635,0.000462104,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2021,0,0.466378568,0.498851657,0.576502261,0.606286979,0.609249878,0.43054807,0.902342464,0.894149766,0.786846158,0,0.372580453,0.414434573,0.508947065,0.547464195,0.563129097,0.420238021,0.880025446,0.877553368,0.757097263,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069985822,0.075657584,0.120700756,0.119060752,0.025645956,0.017447053,0.015039874,0.051226963,0,0.01084945,0.06138041,0.069196129,0.111787957,0.111093998,0.023946066,0.016451382,0.013506873,0.046004918,0,0,0,0,0,0,0,0,0,0,0,0.002405932,0.021390238,0.022669398,0.031808178,0.043632636,0.447001593,0.013237514,0.017737328,0.054275744,0,0.002225423,0.019799743,0.020933431,0.029512685,0.040650381,0.417261051,0.012203934,0.015375749,0.046135314,0,0.020950786,0.098976145,0.043182123,0.054202581,0.102054965,0.004979173,0.001527336,0.000853635,0.000462104,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2021,0,0.47360199,0.502934853,0.579683661,0.608099927,0.610149363,0.43099457,0.902628549,0.894441206,0.787125577,0,0.384026145,0.420089021,0.513703779,0.55026662,0.564626675,0.421073158,0.880509954,0.877933677,0.75740152,0,0,0,0,0,0,0,0,0,0,0,0.013007886,0.069992088,0.075665729,0.120710135,0.119063879,0.025646411,0.017447646,0.015039874,0.051226963,0,0.010891893,0.061524513,0.069289353,0.111872368,0.111153416,0.023963835,0.016455528,0.013513408,0.046011127,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022669851,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002225935,0.01980019,0.020933431,0.029513623,0.040651163,0.417266518,0.012206896,0.01538359,0.046135314,0,0.021107261,0.099675622,0.043693047,0.054510679,0.102229389,0.005063461,0.001560506,0.000882387,0.000480732,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2021,0,0.47877794,0.505996803,0.582165877,0.60946503,0.610861211,0.431360882,0.902887388,0.894766626,0.787411207,0,0.394318727,0.425615925,0.518326991,0.55297291,0.566119952,0.421936543,0.880992094,0.878400243,0.757749242,0,0,0,0,0,0,0,0,0,0,0,0.013010442,0.06999522,0.075678853,0.120719514,0.11906857,0.0256496,0.017448238,0.015046408,0.051233173,0,0.010917972,0.061644001,0.069369906,0.111938958,0.111216744,0.023976592,0.016463821,0.013518635,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390238,0.022670303,0.031809116,0.043633418,0.447002049,0.013238106,0.017737328,0.054275744,0,0.002226446,0.019800638,0.020934789,0.029514561,0.040653117,0.417274719,0.01221045,0.015391431,0.046141523,0,0.021210043,0.100266352,0.044116631,0.054785013,0.102394353,0.005145016,0.001598732,0.000903297,0.000486941,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2021,0,0.484972512,0.508977303,0.584842688,0.611023809,0.611695414,0.431822417,0.903186504,0.895085511,0.787721673,0,0.403477122,0.430635786,0.522467789,0.555342966,0.567443184,0.422676002,0.881454687,0.878841977,0.758065918,0,0,0,0,0,0,0,0,0,0,0,0.013010954,0.069997906,0.075682926,0.120721859,0.119070915,0.025651879,0.01744883,0.015046408,0.051233173,0,0.010945074,0.061760357,0.069441861,0.111997108,0.111265998,0.023988894,0.01646619,0.013522556,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.021390685,0.022670756,0.031809585,0.043633418,0.447002505,0.013238698,0.017739941,0.054281953,0,0.002227469,0.019800638,0.020934789,0.02951503,0.040653899,0.417281553,0.01221045,0.015392738,0.046147732,0,0.021311292,0.100748782,0.044498122,0.055041058,0.102536254,0.005214269,0.001629532,0.000921594,0.000517988,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2021,0,0.491093449,0.51286538,0.5886038,0.613206286,0.61291349,0.432505835,0.903683451,0.895519404,0.788050767,0,0.41182297,0.435648487,0.52661628,0.557863085,0.56879378,0.423443708,0.881936827,0.879243197,0.758357757,0,0,0,0,0,0,0,0,0,0,0,0.013014022,0.070007304,0.075691072,0.120727486,0.119074825,0.025654157,0.017450607,0.015046408,0.051233173,0,0.010969619,0.061854337,0.069509743,0.112069794,0.111324244,0.024005296,0.016473298,0.013530397,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.02139158,0.022671208,0.031809585,0.043633418,0.447002505,0.013239883,0.017741248,0.054281953,0,0.002227469,0.019801533,0.020936146,0.029517374,0.040655854,0.417285198,0.012212819,0.015394045,0.046160151,0,0.021438108,0.101369048,0.0450362,0.055420905,0.102781746,0.005314048,0.001685802,0.000954267,0.000530407,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2021,0,0.491093449,0.51286538,0.5886038,0.613206286,0.61291349,0.432505835,0.903683451,0.895519404,0.788050767,0,0.41182297,0.435648487,0.52661628,0.557863085,0.56879378,0.423443708,0.881936827,0.879243197,0.758357757,0,0,0,0,0,0,0,0,0,0,0,0.013014022,0.070007304,0.075691072,0.120727486,0.119074825,0.025654157,0.017450607,0.015046408,0.051233173,0,0.010969619,0.061854337,0.069509743,0.112069794,0.111324244,0.024005296,0.016473298,0.013530397,0.046054592,0,0,0,0,0,0,0,0,0,0,0,0.002406444,0.02139158,0.022671208,0.031809585,0.043633418,0.447002505,0.013239883,0.017741248,0.054281953,0,0.002227469,0.019801533,0.020936146,0.029517374,0.040655854,0.417285198,0.012212819,0.015394045,0.046160151,0,0.021438108,0.101369048,0.0450362,0.055420905,0.102781746,0.005314048,0.001685802,0.000954267,0.000530407,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
